Country,Code,Year,Maize_Prod_Tones
Germany,DEU,2011,5183600
Germany,DEU,2012,5514700
Germany,DEU,2013,4387300
Germany,DEU,2014,5142100
Germany,DEU,2015,3973000
Germany,DEU,2016,4017800
Germany,DEU,2017,4547600
Germany,DEU,2018,3344000
Greece,GRC,1993,2097337
Greece,GRC,1994,2070005
Greece,GRC,1995,1838773
Greece,GRC,1996,2108683
Greece,GRC,1997,2205850
Greece,GRC,1998,1898004
Greece,GRC,1999,2003848
Greece,GRC,2000,2094189
Greece,GRC,2001,2192365
Greece,GRC,2002,2219400
Greece,GRC,2003,2503784
Greece,GRC,2004,2455463
Greece,GRC,2005,2546838
Greece,GRC,2006,2359004
Greece,GRC,2007,2384811
Greece,GRC,2008,2820227
Greece,GRC,2009,2414495
Greece,GRC,2010,2138486
Greece,GRC,2011,2291806
Greece,GRC,2012,2226176
Greece,GRC,2013,2275239
Greece,GRC,2014,1864065
Greece,GRC,2015,1716520
Greece,GRC,2016,1505461
Greece,GRC,2017,1461730
Greece,GRC,2018,1205980
Guatemala,GTM,1993,1294780
Guatemala,GTM,1994,1187692
Guatemala,GTM,1995,1061583
Guatemala,GTM,1996,1046795
Guatemala,GTM,1997,860936
Guatemala,GTM,1998,1068779
Guatemala,GTM,1999,1024860
Guatemala,GTM,2000,1053550
Guatemala,GTM,2001,1224268
Guatemala,GTM,2002,1241723
Guatemala,GTM,2003,1260452
Guatemala,GTM,2004,1280668
Guatemala,GTM,2005,1375986
Guatemala,GTM,2006,1489606
Guatemala,GTM,2007,1598432
Guatemala,GTM,2008,1721610
Guatemala,GTM,2009,1625811
Guatemala,GTM,2010,1638249
Guatemala,GTM,2011,1675235
Guatemala,GTM,2012,1723465
Guatemala,GTM,2013,1795160
Guatemala,GTM,2014,1815281
Guatemala,GTM,2015,1853900
Guatemala,GTM,2016,1899318
Guatemala,GTM,2017,1951551
Guatemala,GTM,2018,1921936
Honduras,HND,1993,588998
Honduras,HND,1994,583329
Honduras,HND,1995,672061
Honduras,HND,1996,657768
Honduras,HND,1997,609627
Honduras,HND,1998,471327
Honduras,HND,1999,477511
Honduras,HND,2000,533598
Honduras,HND,2001,516079
Honduras,HND,2002,503561
Honduras,HND,2003,514153
Honduras,HND,2004,445110
Honduras,HND,2005,467741
Honduras,HND,2006,501583
Honduras,HND,2007,634881
Honduras,HND,2008,536277
Honduras,HND,2009,587235
Honduras,HND,2010,548223
Honduras,HND,2011,544965
Honduras,HND,2012,524463
Honduras,HND,2013,599382
Honduras,HND,2014,565500
Honduras,HND,2015,625938
Honduras,HND,2016,613334
Honduras,HND,2017,675685
Honduras,HND,2018,704747
Hungary,HUN,1993,4044455
Hungary,HUN,1994,4761201
Hungary,HUN,1995,4679850
Hungary,HUN,1996,5989220
Hungary,HUN,1997,6827776
Hungary,HUN,1998,6143000
Hungary,HUN,1999,7149000
Hungary,HUN,2000,4984332
Hungary,HUN,2001,7857710
Hungary,HUN,2002,6120937
Hungary,HUN,2003,4532147
Hungary,HUN,2004,8332448
Hungary,HUN,2005,9050004
Hungary,HUN,2006,8281666
Hungary,HUN,2007,4026734
Hungary,HUN,2008,8897138
Hungary,HUN,2009,7528380
Hungary,HUN,2010,6984872
Hungary,HUN,2011,7992000
Hungary,HUN,2012,4762710
Hungary,HUN,2013,6756430
Hungary,HUN,2014,9315100
Hungary,HUN,2015,6632783
Hungary,HUN,2016,8729915
Hungary,HUN,2017,6739186
Hungary,HUN,2018,7963217
India,IND,1993,9601000
India,IND,1994,8884400
India,IND,1995,9534000
